"","type","text"
"4887","ham","Yes:)here tv is always available in work place.."
"4888","ham","Umma my life and vava umma love you lot dear"
"4889","ham","You aren't coming home between class, right? I need to work out and shower!"
"4890","ham","Ok i also wan 2 watch e 9 pm show..."
"4891","ham","Check audrey's status right now"
"4892","ham","No i am not having not any movies in my laptop"
"4893","ham","Argh why is nobody in town ;_;"
"4894","ham","Dunno lei u all decide lor. How abt leona? Oops i tot ben is going n i msg him."
"4895","ham","I know where the  #  is, I'll be there around 5"
"4896","ham","I will see in half an hour"
"4897","ham","Dear i have reache room"
"4898","ham","Den wat will e schedule b lk on sun?"
"4899","ham","Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end."
"4900","spam","87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077"
"4901","spam","Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet."
"4902","spam","<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com"
"4903","ham","Msg me when rajini comes."
"4904","spam","Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
"4905","spam","22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222"
"4906","ham","Hi. I'm sorry i missed your call. Can you pls call back."
"4907","ham","Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900..."
"4908","ham","He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
"4909","ham","Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
"4910","spam","Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
"4911","ham","I'm home..."
"4912","spam","Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
"4913","ham","I dunno lei... Like dun haf..."
"4914","ham","You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
"4915","ham","Come to me right now, Ahmad"
"4916","ham","Have a nice day my dear."
"4917","ham","K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
"4918","spam","XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
"4919","ham","I gotta collect da car at 6 lei."
"4920","spam","Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!"
"4921","ham","Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
"4922","ham","Sorry da thangam.it's my mistake."
"4923","ham","Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
"4924","ham","Ma head dey swell oh. Thanks for making my day"
"4925","ham","Just come home. I don't want u to be miserable"
"4926","ham","True dear..i sat to pray evening and felt so.so i sms'd you in some time..."
"4927","ham","Thats cool. How was your day?"
"4928","ham","Mm i am on the way to railway"
"4929","ham","Hi da:)how is the todays class?"
"4930","ham","Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)"
"4931","ham","If You mean the website. Yes."
"4932","ham","I'm at home. Please call"
"4933","ham","Just seeing your missed call my dear brother. Do have a gr8 day."
"4934","ham","Hmmm.still we dont have opener?"
"4935","ham","Oops I did have it,  # ?"
"4936","ham","Actually nvm, got hella cash, we still on for  # ish?"
"4937","ham","Try neva mate!!"
"4938","ham","We can make a baby in yo tho"
"4939","spam","Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
"4940","ham","Bring tat cd don forget"
"4941","ham",", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
"4942","ham","I jus reached home. I go bathe first. But my sis using net tell u when she finishes k..."
"4943","ham","Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
"4944","ham","It certainly puts things into perspective when something like this happens"
"4945","ham","Wat time u finish?"
"4946","ham","They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
"4947","ham","U attend ur driving lesson how many times a wk n which day?"
"4948","ham","Ok lor. Msg me b4 u call."
"4949","ham","HI ITS KATE CAN U GIVE ME A RING ASAP XXX"
"4950","spam","Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
"4951","ham","If you ask her or she say any please message."
"4952","ham","She told to hr that he want posting in chennai:)because i'm working here:)"
"4953","ham","Sorry . I will be able to get to you. See you in the morning."
"4954","ham","But i juz remembered i gotta bathe my dog today.."
"4955","ham","If I was I wasn't paying attention"
"4956","ham","Great. So should i send you my account number."
"4957","ham","I anything lor."
"4958","ham","I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now"
"4959","ham","Prabha..i'm soryda..realy..frm heart i'm sory"
"4960","ham","I'm in inside office..still filling forms.don know when they leave me."
"4961","ham","O was not into fps then."
"4962","ham","I dont thnk its a wrong calling between us"
"4963","ham","We got a divorce. Lol. She.s here"
"4964","ham","He says hi and to get back to south tampa (preferably at a kegger)"
"4965","ham","I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!"
"4966","ham","Ok... Then r we meeting later?"
"4967","ham","Ok lor..."
"4968","ham","Great. Never been better. Each day gives even more reasons to thank God"
"4969","ham","I'm good. Have you registered to vote?"
"4970","ham","Yeah confirmed for you staying at  that weekend"
"4971","spam","Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm"
"4972","ham","Genius what's up. How your brother. Pls send his number to my skype."
"4973","ham","K will do, addie & I are doing some art so I'll be here when you get home"
"4974","ham","I av a new number,  . Wil u only use this one,ta."
"4975","ham","Ranjith cal drpd Deeraj and deepak 5min hold"
"4976","ham","Okay... We wait ah"
"4977","ham","So lets make it saturday or monday as per convenience."
"4978","ham","Kallis wont bat in 2nd innings."
"4979","ham","It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one."
"4980","spam","LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
"4981","ham","You've always been the brainy one."
"4982","ham","Ok both our days. So what are you making for dinner tonite? Am I invited?"
"4983","spam","Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs"
"4984","ham","If he started searching he will get job in few days.he have great potential and talent."
"4985","ham","Honey boo I'm missing u."
"4986","ham","Plz note: if anyone calling from a mobile Co. & asks u to type # #  or # # . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
"4987","ham","No need to say anything to me. I know i am an outsider"
"4988","spam","Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
"4989","ham","Cold. Dont be sad dear"
"4990","ham","Ok no problem... Yup i'm going to sch at 4 if i rem correctly..."
"4991","ham","No..he joined today itself."
"4992","ham","The table's occupied, I'm waiting by the tree"
"4993","spam","Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply."
"4994","ham","Is there any movie theatre i can go to and watch unlimited movies and just pay once?"
"4995","spam","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
"4996","ham","Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come..."
"4997","spam","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
"4998","ham","If you're not in my car in an hour and a half I'm going crazy"
"4999","ham","Mm umma ask vava also to come tell him can play later together"
"5000","ham","There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?"
"5001","spam","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
"5002","ham","I not at home now lei..."
"5003","ham","So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream"
"5004","ham","Yo you around? A friend of mine's lookin to pick up later tonight"
"5005","ham","I'm aight. Wat's happening on your side."
"5006","spam","SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV"
"5007","ham","I'm taking derek & taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
"5008","ham","Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx"
"5009","ham","Kallis is ready for bat in 2nd innings"
"5010","ham","I'll get there at 3, unless you guys want me to come some time sooner"
"5011","ham","Shall i come to get pickle"
"5012","ham","Carry on not disturbing both of you"
"5013","ham","Hi dis is yijue i would be happy to work wif u all for gek1510..."
"5014","ham","I need... Coz i never go before "
"5015","spam","SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
"5016","ham","Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans."
"5017","ham","I have no idea where you are"
"5018","ham","Hello which the site to download songs its urgent pls"
"5019","ham","U studying in sch or going home? Anyway i'll b going 2 sch later."
"5020","ham","Thank you. I like you as well..."
"5021","ham","K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)"
"5022","ham","Hey are we going for the lo lesson or gym? "
"5023","ham","How much i gave to you. Morning."
"5024","ham","Fun fact: although you would think armand would eventually build up a tolerance or something considering how much he smokes, he gets messed up in like 2 hits"
"5025","ham","No. I.ll meet you in the library"
"5026","ham","Ok i juz receive.."
"5027","spam","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
"5028","ham","I want to send something that can sell fast.  # k is not easy money."
"5029","ham","Dear where you. Call me"
"5030","spam","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
"5031","ham","Oh ok.."
"5032","ham","Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... "
"5033","ham","cool. We will have fun practicing making babies!"
"5034","ham","Lol they don't know about my awesome phone. I could click delete right now if I want."
"5035","ham","Also are you bringing galileo or dobby"
"5036","ham","And miss vday the parachute and double coins??? U must not know me very well..."
"5037","ham","Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay"
"5038","ham","Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am"
"5039","ham","Prepare to be pleasured :)"
"5040","ham","Ok... Ur typical reply..."
"5041","ham","Haf u found him? I feel so stupid da v cam was working."
"5042","ham","As in i want custom officer discount oh."
"5043","ham","You know there is. I shall speak to you in  #  minutes then"
"5044","ham","Babe, I need your advice"
"5045","ham","Wat uniform? In where get?"
"5046","ham","Check wid corect speling i.e. Sarcasm"
"5047","ham","Yeah, that's fine! It's £6 to get in, is that ok? "
"5048","ham","My uncles in Atlanta. Wish you guys a great semester."
"5049","ham","We'll you pay over like  # yrs so its not too difficult"
"5050","ham","Dont put your phone on silent mode ok"
"5051","ham","Cool, I'll text you when I'm on the way"
"5052","ham","Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor..."
"5053","ham","S s..first time..dhoni rocks..."
"5054","ham","Send me your resume:-)"
"5055","ham","How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day"
"5056","ham","Hi mom we might be back later than  # "
"5057","ham","Ok thanx... Take care then..."
"5058","ham","Just wondering, the others just took off"
"5059","ham","Near kalainar tv office.thenampet"
"5060","ham","I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed."
"5061","ham","Do 1 thing! Change that sentence into: Because i want 2 concentrate in my educational career im leaving here.."
"5062","ham","Oh god. I'm gonna Google nearby cliffs now."
"5063","ham","Well, i'm gonna finish my bath now. Have a good...fine night."
"5064","ham","I can’t wait for cornwall. Hope tonight isn’t too bad as well but it’s rock night. Anyway i’m going for a kip now have a good night. Speak to you soon."
"5065","spam","FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+"
"5066","spam","lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468"
"5067","ham","Pls what's the full name of joke's school cos fees in university of florida seem to actually be  # k. Pls holla back"
"5068","ham","#  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, & HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  #  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
"5069","spam","You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) "
"5070","ham","I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way."
"5071","ham","Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks you* Did you go to the gym too ?"
"5072","ham","You still coming tonight?"
"5073","ham","Oh ho. Is this the first time u use these type of words"
"5074","ham","But pls dont play in others life."
"5075","ham","I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
"5076","ham","Its worse if if uses half way then stops. Its better for him to complete it."
"5077","ham","Rofl. Its true to its name"
"5078","spam","Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16"
"5079","ham","K tell me anything about you."
"5080","ham","Just checking in on you. Really do miss seeing Jeremiah. Do have a great month"
"5081","ham","Thanks, I'll keep that in mind"
"5082","ham","Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane.."
"5083","spam","This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only"
"5084","ham","Sorry, I'll call later"
"5085","ham","This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola"
"5086","spam","Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821"
"5087","ham","Dai  #  naal eruku."
"5088","ham","Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
"5089","ham","You know what hook up means right?"
"5090","ham","I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  #  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that."
"5091","ham","Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
"5092","ham","Networking job is there."
"5093","ham","Do u hav any frnd by name ashwini in ur college?"
"5094","ham","Call me when u're done..."
"5095","ham","No problem. We will be spending a lot of quality time together..."
"5096","ham","All sounds good. Fingers . Makes it difficult to type"
"5097","ham","Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
"5098","ham","Have your lunch and come quickly and open the door:)"
"5099","ham","excellent. I spent  #  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?"
"5100","spam","FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
"5101","ham","I'll pick you up at about 5.15pm to go to taunton if you still want to come."
"5102","ham","The battery is for mr adewale my uncle. Aka Egbon"
"5103","spam","RCT' THNQ Adrian for U text. Rgds Vatian"
"5104","ham","I know a few people I can hit up"
"5105","ham","Yes princess! I want to please you every night. Your wish is my command..."
"5106","ham","Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
"5107","ham","By monday next week. Give me the full gist"
"5108","ham","I'm in chennai velachery:)"
"5109","ham","aathi..where are you dear.."
"5110","ham","You getting back any time soon?"
"5111","ham","u collecting ur laptop then going to configure da settings izzit?"
"5112","ham","* Will have two more cartons off u and is very pleased with shelves"
"5113","ham","Come to my home for one last time i wont do anything. Trust me."
"5114","ham","Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams & Life is empty without frnds.. So Alwys Be In Touch. Good night & sweet dreams"
"5115","ham","Are you angry with me. What happen dear"
"5116","ham","Am in gobi arts college"
"5117","ham","I'm still looking for a car to buy. And have not gone 4the driving test yet."
"5118","ham","Doing nothing, then u not having dinner w us?"
"5119","ham","Am I the only one who doesn't stalk profiles?"
"5120","ham","How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!"
"5121","ham","I shall book chez jules for half eight, if that's ok with you?"
"5122","spam","Sorry I missed your call let's talk when you have the time. I'm on 07090201529"
"5123","ham","Great to hear you are settling well. So what's happenin wit ola?"
"5124","ham","K:)eng rocking in ashes:)"
"5125","spam","Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg"
"5126","ham","I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?"
"5127","ham","S but not able to sleep."
"5128","ham","I am in hospital da. . I will return home in evening"
"5129","ham","It's justbeen overa week since we broke up and already our brains are going to mush!"
"5130","ham","Gud gud..k, chikku tke care.. sleep well gud nyt"
"5131","ham","You're right I have now that I think about it"
"5132","ham","How are you. Wish you a great semester"
"5133","ham","Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
"5134","ham","I doubt you could handle 5 times per night in any case..."
"5135","ham","Lil fever:) now fine:)"
"5136","spam","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04"
"5137","spam","This message is brought to you by GMW Ltd. and is not connected to the"
"5138","ham","Text me when you get off, don't call, my phones having problems"
"5139","ham","Omg I want to scream. I weighed myself and I lost more weight! Woohoo!"
"5140","ham","You give us back my id proof and  #  rs. We wont allow you to work. We will come to your home within days"
"5141","ham","Can you do a mag meeting this avo at some point?"
"5142","ham","I jokin oni lar.. u busy then i wun disturb u."
"5143","ham","Ok."
"5144","ham","No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one..."
"5145","ham","Dizzamn, aight I'll ask my suitemates when I get back"
"5146","ham","Huh but i cant go 2 ur house empty handed right?"
"5147","ham","Sorry completely forgot * will pop em round this week if your still here?"
"5148","ham","I'll text you when I drop x off"
"5149","ham","Plz note: if anyone calling from a mobile Co. & asks u to type # #  or # # . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
"5150","ham","How much would it cost to hire a hitman"
"5151","ham","I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
"5152","ham","Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
"5153","ham","I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
"5154","ham","Taka lor. Wat time u wan 2 come n look 4 us?"
"5155","ham","When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit."
"5156","ham","K...k...yesterday i was in cbe ."
"5157","ham","If india win or level series means this is record:)"
"5158","ham","Evening * v good if somewhat event laden. Will fill you in, don't you worry ... Head * ok but throat * wrecked. See you at six then!"
"5159","ham","#  am I think? Should say on syllabus"
"5160","ham","Hmm...my uncle just informed me that he's paying the school directly. So pls buy food."
"5161","ham","How much for an eighth?"
"5162","ham","Wake me up at  #  am morning:)"
"5163","spam","SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
"5164","ham","We're done..."
"5165","ham","Can come my room but cannot come my house cos my house still messy... Haha..."
"5166","ham","Mmmm.... I cant wait to lick it!"
"5167","ham","K then 2marrow are you coming to class."
"5168","ham","Sent me ur email id soon"
"5169","spam","From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more"
"5170","ham","I am late. I will be there at"
"5171","ham","U know we watchin at lido?"
"5172","ham","Bugis oso near wat... "
"5173","ham","Night night, see you tomorrow"
"5174","ham","Sorry about that this is my mates phone and i didnt write it love Kate"
"5175","ham","Sorry light turned green, I meant another friend wanted  #  worth but he may not be around"
"5176","ham","I'm fine. Hope you are also"
"5177","ham","If you r @ home then come down within 5 min"
"5178","ham","No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u"
"5179","ham","Hi' Test on  # rd ...."
"5180","ham","not that I know of, most people up here are still out of town"
"5181","spam","In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
"5182","ham","K, I might come by tonight then if my class lets out early"
"5183","ham","Aiyah ok wat as long as got improve can already wat..."
"5184","ham","Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
"5185","ham","Oh god i am happy to see your message after 3 days"
"5186","ham","Not course. Only maths one day one chapter with in one month we can finish."
"5187","ham","How. Its a little difficult but its a simple way to enter this place"
"5188","ham","Oh! no, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The sleep on a couch link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
"5189","ham","Ok c u then."
"5190","ham","Sir, I need Velusamy sir's date of birth and company bank facilities details."
"5191","ham","Okay, good, no problem, and thanx!"
"5192","ham","Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
"5193","ham","Really good:)dhanush rocks once again:)"
"5194","ham","THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C"
"5195","ham","The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
"5196","ham","Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday."
"5197","ham","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"5198","spam","Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
"5199","ham","happened here while you were adventuring"
"5200","ham","Ask g or iouri, I've told the story like ten times already"
"5201","ham","Sorry, I'll call later"
"5202","spam","Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!"
"5203","ham","Dont know supports srt i thnk. I think ps3 can play through usb too"
"5204","spam","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
"5205","ham","But you were together so you should be thinkin about him"
"5206","ham","Yes ammae....life takes lot of turns you can only sit and try to hold the steering..."
"5207","ham","Happy birthday to you....dear.with lots of love.rakhesh NRI"
"5208","ham","U wake up already? Thanx 4 e tau sar piah it's quite nice."
"5209","spam","* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw"
"5210","ham","I'm in a meeting, call me later at"
"5211","spam","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
"5212","ham","I don know account details..i will ask my mom and send you.my mom is out of reach now."
"5213","ham","Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe."
"5214","ham","Yes I know the cheesy songs from frosty the snowman :)"
"5215","ham","Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh."
"5216","ham","10 min later k..."
"5217","ham","What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want."
"5218","ham","THAT’S ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DON’T WORRY.C U L8TR HUN!LOVE Yaxxx"
"5219","ham","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
"5220","ham","Oh k.i think most of wi and nz players unsold."
"5221","ham","Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
"5222","ham","Does she usually take fifteen minutes to respond to a yes or no question"
"5223","ham","It,,s a taxt massage....tie-pos argh ok! Lool!"
"5224","spam","449050000301 You have won a £2,000 price! To claim, call 09050000301."
"5225","ham","Even my brother is not like to speak with me. They treat me like aids patent."
"5226","ham","It's fine, imma get a drink or somethin. Want me to come find you?"
"5227","ham","Watching cartoon, listening music & at eve had to go temple & church.. What about u?"
"5228","ham","Dai i downloaded but there is only exe file which i can only run that exe after installing."
"5229","ham","Until 545 lor... Ya, can go 4 dinner together..."
"5230","ham","A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol"
"5231","ham","Happy birthday... May u find ur prince charming soon n dun work too hard..."
"5232","ham","Fine i miss you very much."
"5233","ham","Do have a nice day today. I love you so dearly."
"5234","ham","I'll meet you in the lobby"
"5235","ham","Probably gonna be here for a while, see you later tonight )"
"5236","ham","Haha okay... Today weekend leh... "
"5237","ham","Shuhui has bought ron's present it's a swatch watch..."
"5238","ham","Thanks  and ! Or bomb and date as my phone wanted to say! "
"5239","ham","A boy was late 2 home. His father: POWER OF FRNDSHIP"
"5240","ham","Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself.."
"5241","ham","Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
"5242","ham","His frens go then he in lor. Not alone wif my mum n sis lor."
"5243","ham","u dun need to pick ur gf?"
"5244","ham","I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me.."
"5245","spam","8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+"
