Hotel_Name_City,Review_Title,Review_Overall_Rating,Review_Date,date_of_review,Review_Content,Medium_of_Review,Month_of_Visit,Review_Type,Rating_Value,Rating_Location,Rating_Sleep_Quality,Rating_Rooms,Rating_Cleanliness,Rating_Service,Reviewer_Name,Reviewer_Location,Total_Reviews_by_Reviewer,Total_Hotel_Reviews_by_Reviewer,Reviews_in_Cities,Total_Helpful_Votes,Helpful_Votes_this_review,Room_Tips,Response_to_Review,Response_to_Review_Date,Review_collected_in_partnership,Page_URL
Ravine Hotel Satara,“Beautiful Property”,4,5/20/2013,5/20/2013,Hotel ravine is property for family; for couples and its reallly one beauiful property....The view is amazing and you would have to choose between beautifuls spots to spend your evening...Food is ok. SPA is really good and authentic one.,via Web,Apr-13,with family,4,5,5,5,5,4,ras249,mumbai,19,4,8,1,1,Room Tip: Ground Premium room for 4 people - Family is really good with beautiful view,Dear Guest; Thank you for taking the time to review our hotel.It was a pleasure for us having you as our guest! We look forward to your return to us soon.Best Regards;Anish K.Ravine Hotel,07-Aug-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r161244076-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Excellent experience of Panchgani”,5,5/19/2013,5/19/2013,Wonderfull place with the most scenic view of Panchgani hills. This place is just at the start of Panchgani and has a wonderful persona of its own. With good clean rooms and with lovely scenic walk ways around; this places certainly relaxes your senses. Just a km from the market place which has restaurants and shops for local produce; its a good decision to be at Ravine. This place is also frequented by Bollywood personalities and sports personalities.,via Web,May-13,with family,4,5,5,5,5,5,Rajreviews,INDIA,93,51,44,4,NA,Room Tip: Excellent stay option for Panchgani,Dear Guest; Thank you for your positive reviews. It is because of esteemed Guests like you; we are encouraged to give the best of our services! We very much value your feedback & appreciate your overall response about our property. Hope to host you soon!! Best Regards;Anish K.Ravine Hotel,07-Aug-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r161144808-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Good weekend getaway from Pune and Mumbai”,4,5/17/2013,5/17/2013,I had been there in early may 2013. It was a last minute booking that I did directly by making an online payment on their website. Please account for 2-3 days for the confirmation of the booking to come by. On reaching the reception I was cordially welcomed with a soft drink. Teh check in process was smooth and quick. I had booked a Valley Plus room with them. The room was pleasant and had a great view of the valley beyond. The room has a big glass window as one of the walls overlooking the valley. Though i had gone there pre monsoon time; I would think it would be a great view in the rains with the hills lush green. It was not bad either as of now.The food service in the restaurant was a bit slow though cant complain since it has a great view of the valley. Unfortunately; I think the food quality has dropped a lot. In my previous visits to their restautant i simply loved the food there. But not this time around. Its a good idea to order for food in the room too.The hotel has a very good ambience with lots of facilities - pool; children play area; Lawn tennis courts (4 of them); SPA; etc.One thing that I didnt quite like were the huts that they so marvel as their USP. Somehow I felt they were not that well mantained. Also during nights it seemed that the approach to the huts were not well lit - this could be by design since people would want to have privacy. The Birds eye one was a total No No. It was scary to qualify - though i visited in the afternoon; i couldnt imagine how folks would be there in the evenings; etc. Pretty secluded place at that.Otherwise if the idea is to have some bit of fun with children; I would think its an ideal place.,via Web,May-13,with family,3,5,5,5,4,3,AshishPune,Pune,9,3,6,6,NA,Room Tip: Valley plus rooms were good. I was in 218 i think.,Dear Guest;Many thanks for sharing your experience. We are obliged to have esteemed Guest like you to stay with us. We value the feedback of our guests; and we appreciate your overall good review about our property; we will take into account a few of the short comings pointed out by you; and try to get them resolved. We are looking forward to welcoming you soon again!!Best Regards;Anish K.Ravine Hotel,07-Aug-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r160975044-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Very small swimming pool and pool facilities Very badly maintained”,4,5/14/2013,5/14/2013,Poolside umbrellas broken. The shower rooms has discarded stuff filled in. The steam room not working & closed. Common pool shower room for men & women. Only one.On rooms- the valley facing exec rooms are very nice.On service - dont expect too much.facilities - other than pool- looks good,via mobile,May-13,NA,3,4,NA,4,2,2,joechacko,,23,11,10,8,3,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r160748346-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Pathetic customer service”,1,05-09-2013,05/09/2013,"The pictures and reviews seemed favourable however; I was utterly disappointed by the callous and uncouth customer service. These guys probably need to start by understanding what hospitality means! The reception (or whoever attends the enquiries) have no clue of what the booking position is. I had called up the hotel desk to enquire about availability and I was assured the same. They insisted on online booking which at best an outdated system which charges the money upfront without any confirmation of availability. If the person running the desk doesn't have clue; what else one can expect of the system. Garbage in garbage out! After charging the money the system promises to send a confirmation within 24 hrs. After the payment; I again called up the desk who repeated the same message. Such is the inefficient system that even after 48 hrs letter there was not any response. When I called up again; one Mr Bahadur (yes I asked the name this time which I know through bitter experience one must everytime you call up this place) for a change accepted that he has no clue what he is doing at front desk. But in his brilliant sense of humour he says that the customer knows who's has a booking why do I need to know. He says that the only hope I have is certain all mighty \Mr Rathod\"" (rowdy aptly). I managed to get an audience with this sample after 72 hrs after they took money from me. He rudely informs that there are no rooms for my booking. When I told him about confirmations from front desk he asks me name of the person. As if by knowing the name by some magic new rooms would open up. So lesson for anyone looking to book: ask the name of the person you speak to else that idiot will potentially ruin your holiday. After three calls to Mr \""rowdy\"" Rathod; he says the cancellation mail has been sent as if he has done a big favour to me. I am now truely impressed with \""Google's intelligence (which is definitely higher than the Ravine staff) cause it directed that email to its right place \""SPAM\"". I dont know when these idiots will refund my money. The whole attitude of the so called manager and staff is unfit for being into hospitality business. So travellers beware when you decide to risk your holiday with Hotel Ravine!""",via Web,May-13,with family,1,1,1,1,1,1,5rahulk,"Mumbai, Maharashtra, India",1,NA,NA,6,6,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r160183574-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,"“\Amazing Valley View & Ideal Location\""”""",4,4/27/2013,4/27/2013,We had a pleasant 2 night stay at this resort. The resort is located right at the beginning of Panchgani; right on top of the Valley. Most of the rooms have the valley view with crazy breeze blowing the entire time. Around 4 tennis courts for the tennis enthusiasts. Mapro is 10 min away from this place. You can also drive to Mahabaleshwar in 25-30 min. Drive is quite smooth. Go on a weekday if you really want to enjoy the peace and calm.,via Web,Jun-12,as a couple,5,4,5,4,3,4,NelsonDsouza,Pune,15,6,11,6,NA,Room Tip: Ask for the valley view rooms !!,Dear Guest;Thank you for your wonderful review. It is because of the kind appreciations and encouraging reviews that we receive from Guest like you; we endeavor to give our best every time. Do not forget to visit our Art Gallery on your next visit. We look forward to welcome you soon.Warm RegardsGeetaRavine Hotel,10-May-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r158922972-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Heavenly view from the room”,4,4/23/2013,4/23/2013,"Have visited Mahabaleshwar & Panchgani plenty times in the past; but this was my first time with Hotel Ravine. We stayed here for 2 nights in Valley Plus room & was totally impressed with the view from our room; overlooking the entire valley & dam waters. The restaurant \Melting Pot\"" boasts delicious food & valley view thruout; although slightly expensive. Check-in was quick for 1 room; but had to wait for 20 mins for our 2nd room. But it dint really matter much. You may get a glimpse of bollywood celebrities if you are lucky enough. We did see SRK; Dipika Padukone & Rohit Shetty; as the entire cast & crew of \""Chennai express\"" were accommodating here. The area where the tents are located is absolutely superb. You spend ample & quality time strolling the entire property. The swimming pool is kinda cornered & not clean. Even the surroundings near the pool isnt maintained too well. The indoor games area looked impressive; but the carrom board & table tennis had problems; viz. rough board; uneven surface. The rooms were decently spaced & above all very clean & so was the bathroom. The bathroom door was partly worn out; but the cleanliness & room view compromises with all minor issues. Very much recommended for families & absolutely VFM... will stay again in future.""",via Web,Mar-13,with family,5,5,5,4,4,4,pramodprao,"Mumbai, Maharashtra, India",32,22,18,1,NA,Room Tip: Valley plus room boasts a great view.,Dear Guest;Thank you for your 'marvellous' review and for recommending our Hotel. We are glad to know that you enjoyed your stay with us. It is because of Guests like you; that we ; at Ravine - endeavor to give our best everytime. Thank you once again for bringing the minute issues to our notice. We look forward to welcome you soon.Warm RegardsGeetaRavine Hotel,24-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r158563282-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“dont think any other hotel gives u such an amazing view”,4,04-09-2013,04/09/2013,heard a lot abt this hotel some 2yrs back and finally planned it last week.my first visit and was definitly worth it. spectacular view; nice interiors; good service; and large and well maintained property to name a few.will defntly visit again . keep it up guys u deserve a thums up.thanks for making my trip a memorable one. all d best..,via Web,Apr-13,with family,4,5,3,4,4,4,nitishkamat,panaji,1,NA,NA,NA,NA,NA,Dear Guest;Thank you for your wonderful review. It is because of the kind appreciations and encouraging reviews that we receive from Guest like you; we endeavor to give our best everytime. Do not forget to vist our Art Gallery on your next visit. We look forward to welcome you soon.Warm RegardsGeetaRavine Hotel,10-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r157194680-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Excellent stay option at Panchgani”,4,04-08-2013,04/08/2013,Ravine is really the palace of winds...lovely interiors...helpful staff and beautiful views. Parking is at 2 levels and is ample. We drove to Panchgani from Pune and the hotel lies just before you enter the Panchgani city and immediately after the city checkpost. It was the rainy season July 2012 and we stayed in the East Side Room. Unfortunately there was no great view from the room. However; when you keep the windows it brings in lovely winds inside which refresh you immediately. The other side has an amazing view of the valley and the hotel is located at the foot of Sydney point. The only issue was the hotel did not allow food inside the rooms. The staff was a little confused about this policy. Else; it was one of the best budget hotels I ever visited.,via Web,Jul-12,as a couple,5,5,5,5,5,4,AmitNChoudhary,"Pune, India",6,4,5,4,1,Room Tip: Make sure you stay in the Valley Side rooms to get a breathtaking view and lovely fresh air.Talk...,Dear Guest;Thank you for your 'excellent' review. Apart from the beautiful view from the rooms; we also have a mesmerizing view from our Restaurant 'Melting Pot' ; and so to encourage our Guests to enjoy this view we do not provide meals in the rooms (only snacks available). We look forward to welcome you soon.Warm RegardsGeetaRavine Hotel,10-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r156984022-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“improvement the logical form of change!”,4,04-05-2013,04/05/2013,this is my hotel of choice when in Panchgani for location location and space. This was our second visit and though the experience was at par with the last; there is a lot of scope for improvement. Firtsly i think the management truly needs to freshen up the hotel; its rooms and amenities provided. (Wondering what the rooms where the big stars stay look like) . The spa is at par with many five star spas in Mumbai. The staff sometimes gets too bogged down by the stars which they cater to and ignore the rest ; but still they do a good job. The restraunt serves good food. But there are options like Jaffer Bhai's ; Lucky Cafe and Starwberry Inn. But the staff at the restraunt is really attentive . The childrens park is excellent. The flora and fauna well kempt . The star gazing through a 1000 mm telescope in the night with a local person (dont remember his name) who is so enthusiactic about the space is a must do. Truly would like to see some change in the overall ambeinec of the hotel next time i visist and visit i surely will ! All the best!,via Web,Mar-13,with family,4,5,4,3,3,4,spokhare,Mumbai,6,5,6,3,1,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r156662270-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Major improvement required”,3,04-02-2013,04/02/2013,"I had been to Ravine for the last 3 days. It's a hotel that is at a very good location. They have nice little rooms overlooking the valley and it is a pleasant sight when you wake up. The stay was not one of the best ones but maybe I would rate them at 6.5 on a scale of 1 to 10 with 10 being the best.This hotel must have been a very good hotel in its prime but now I feel it is just a shadow of what it must have been earlier. The food; though expensive is just \OK\""; though when you have a Jaffer bhai's Delhi Durbar just around the corner who will eat here. They had those normal problems that you have with a poorly managed hotels; for e.g. problematic flush that works only when twisted in a peculiar style; lots of used bed sheets; towels kept in the corridor etc. Hardly any attention to detail ;for e.g as I had my son with me and an extra bed was required and though informed well in advance; we had to call them to set it up; extra bathroom accessories were not kept etc. I was there when SRK; Deepika and Rohit Shetty were also staying here and so obviously the focus was more towards them. I was surprised that they were giving super attention to one junior extra - (normally acts as a dark monster in films and gets bashed up by the hero every now and then). While at the breakfast table no one even came to take up the order while all the waiters and other staff were busy clicking picture with this monster and I had to leave the hotel and have breakfast some place else.It might be slightly better if there are no film actors around. Please confirm before going.The best place in the hotel was their Spa. It was a very nice experience and me and my wife really enjoyed it. I recommend you try it once.""",via Web,Mar-13,with family,3,5,3,4,3,3,Creativegene,"Mumbai, India",23,11,13,1,3,NA,Dear Guest;Thank you for your positive review and recommending our Hotel. Though our Hotel is very popular ; our services remain the same for all our esteemed Guests. We apologize for the inconvenience caused to you during your stay and assure you that you would not have to face these issues again. We look forward to welcome you soon.Warm RegardsGeetaRavine Hotel,12-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r156339227-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Experiences at Ravine; Panchgani”,4,04-01-2013,04/01/2013,We had a superb stay at Ravine; pleasant staff; good food and ambience.very relaxing; should plan to go back in peak season. Was disappointing that paragliding was banned. We request that safety measures be deployed at the earliest and to start the service soon.Jayashree,via Web,Mar-13,with family,4,4,4,4,4,4,Ashritha503,"Bangalore, India",1,NA,NA,1,1,Room Tip: Bathrooms have to be more spacious; but they are clean and very well maintained,Dear Guest;Thank you for your Positive review. We are glad to know that you have enjoyed your stay with us. Although; due to unfortunate incidents; paragliding has been shut down. But we do have other entertainments at our Hotel Ravine; where one can watch a movie in our Movie Theartre or play indoor/outdoor games. We look forward to welcome you soon.Warm RegardsGeetaRavine Hotel,02-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r156230037-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Amazing experience in wooden hut”,3,3/27/2013,3/27/2013,We choose to stayed at wooden hut (Eagle's Tent 505) thinking of a different experience. View from the hut was amazing. It was nicely clean and bathroom was fairly clean as well. There was a small fire place next to hut and a sitting area. Food at hotel was good. Hut was equipped with TV which was mostly showing free channels. Service was poor we ordered for fire wood at 7 pm which we couldn't got till 9 pm.,via Web,Feb-13,as a couple,3,4,3,3,3,2,kukku_mumbai,Mumbai,36,35,28,3,NA,NA,Dear Guest;Thank you for your positive review. We apologize for the inconvenience caused to you during your stay with us and assure you that you would not have to face these issues again in future. Thank you for bringing this matter to our notice. We look forward to welcome you soonWarm RegardsGeetaRavine Hotel,02-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r155811333-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Superb location. Amazing service”,5,3/26/2013,3/26/2013,Stayed in valley plus room at this hotel; which has the best view. The service is at par. Food except for breakfast is mind blowing compared to other eateries at panchgani. Hotel property is old but very well maintained. The best part of this hotel is its versatility; hats off to the owner for such an amazing sense of planning. It offers u all entertainment under 1 roof & a variety of rooms to choose frm. Visited in march & the crew of upcoming movie Chennai express was also staying in the hotel at the same time. Meeting Shahrukh khan and Rohit Shetty was an icing on the cake. Would definitely come here again soon. I would recommend them to start an annual membership program.,via Web,Mar-13,as a couple,3,5,4,4,5,5,Amit1166,"Mumbai, India",1,NA,NA,NA,NA,Room Tip: Undoubtly go for valley plus rooms.,Dear Guest;Thank you for your 'Superb' review and ratings to our Hotel Ravine. We are very glad to know; that once again; we have succeeded in serving the best to our Guests. We look forward to welcome you again during the Monsoon Season; which again; reveals another beauty of Panchgani.Warm RegardsGeetaRavine Hotel,02-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r155718799-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“An old hotel in a good location”,3,3/24/2013,3/24/2013,Ravine is an old hotel near Panchgani having good views.preferred by lot of bollywood stars.its a paradise for Tennis lovers as it houses 5 world class tennis courts. However it lacks a lot of basics.the toilets in the rooms do not have an exhaust.the bathroom is very basic.The rooms have old box tv which do not work. If at all you are fortunate/unfortunate that a bollywood star and their crew is staying there; the differential treatment will be highly visible and may possibly be a nuisance for other hotel guest.the hotel is a 30 minutes drive from Mahabaleshwar,via Web,Mar-13,NA,4,4,NA,3,3,3,Aman-Tekriwal,India,57,51,47,5,1,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r155476905-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“great place to stay”,5,3/21/2013,3/21/2013,i travelled with my family to panchgani and stayed at this hotel just for 24 hours;as ours was a short trip..we got an room with an excellent view;probably the best.staff and service was excellent. had the opportunity to use the spa;the therapies and therapist were reallly good;professional...The best thing about this hotel is its location and the view one could get...The rooms were well maintained.They certainly need to improve on the food aspect;it is nothing to write home about. I would say the food was average. but if you just overlook this one aspect;i would rate this property as absolutely great place..would definitely recommend and plan to visit again for a longer duration.,via Web,Mar-13,with family,5,5,5,5,5,5,Sandhya G,"Mumbai, Maharashtra, India",32,19,20,2,NA,Room Tip: executive premium room,Dear Guest;Thank you for your Amazing review and ratings and for appreciating our services provided. At Ravine; we endeavor to perk-up our services towards our Guests consistently. We look forward to welcome you back again soon.Warm RegardsGeetaRavine Hotel,26-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r155250429-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Very Nice Hotel”,5,3/20/2013,3/20/2013,We stayed her from 3/13 to 3/15; really enjoyed the nice view and good food at restaurantThis is one stop shop kind of hotel; you have everything (tennis courts/ gym/ swimming pool/kids play area/ tents/ SPA/ conference halls) you need to lay back and enjoy.Frequently visited by film shooting; you might get to shake hands with who's who of Bollywood,via Web,Mar-13,with family,4,5,5,5,5,5,vivek_nalla,"Bangalore, India",10,3,5,6,NA,Room Tip: Book Valley view/ Valley plus/ Jr. Executive to have great view of mountains and river Krishna,Dear Guest;Thank you for your wonderful review and rating. We are obliged to have guest like you; who inspire us to give our best in serving our valued guest. We look forward to welcome you soonWarm RegardsGeetaRavine Hotel,26-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r155149785-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Probably the best...pricewise ..location wise”,4,3/19/2013,3/19/2013,The property is really old...but the restaurant view and the view from the rooms is to die for. So is the food here. The room rates are pretty decent for the kind of location..but the terrible condition of some of the bathrooms is the worst and probably the only bad thing about this place.The rooms facing the valley have such an excellent view. More so the location is just at the entrance of Panchgani..so you are not in the fish market called Mahableshwar.The garden facing rooms premium ones ..have a nice little covered lawn which is almost like your own private area..is just awesome if you arent so keen on the view.Overall great value for money...most of the celebrities and film shooting crew on a tight budget stay here...so you will occasionally see their human forms also.All in all a great place. The restaurant is Veg n Non Veg but they also serve some great Jain Punjabi Food.All in all can keep going here..,via Web,Mar-13,as a couple,4,5,5,3,3,3,mave77,mave77,37,11,14,9,NA,Room Tip: The garden side rooms - 2 pairs of connected rooms are the best if you want to enjoy the lawn. Its a...,Dear Guest; Thank you for your 'Marvellous' review. At Ravine; we constantly strive to improve ourselves to cater your needs. We are glad to know; that once again; we succeeded in our services towards our Guests and look forward to welcome you again for another ‘Breath-taking Experience’Warm RegardsGeetaRavine Hotel,26-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r155056599-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Great location; good service”,4,3/18/2013,3/18/2013,Our stay in Hotel Ravine for four days was very pleasant and a very good experience. The location of the hotel is so beautiful that it offers many picturesque views from the huge area that the property consists of. The rooms were spacious and clean and offered great views. We had an added pleasure of having SRK and Deepika staying at the same time in the hotel.... Only the food is priced high and is not so good... that department needs to be improved pronto...it is advisable to eat out. Otherwise; great place and would definitely like to stay there again!,via Web,Mar-13,with family,4,5,5,5,5,4,Achala P,"Mumbai, Maharashtra, India",1,NA,NA,NA,NA,Room Tip: Corner suites have more room and better views....avoid tent accomodation,Dear Guest;Thank you for your wonderful review. We are glad to know that you and your family enjoyed your stay with us; while cherishing the Ravines of Panchgani. Your helpful opinions are always welcomed as we endeavor to enhance our services towards our esteemed Guest.Warm RegardsGeetaRavine Hotel,26-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r154955773-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“best for family”,5,3/16/2013,3/16/2013,my review is late but i have to share with tripadvisor family...i have stay in this resort 3 times all in mansoon ..last time i visit this property in sep 2012 and stay in premium duplex with my wife and 2 grownup children....from chek in to chek out every thing is perfect staff is very good n poilte i want to mention 2 names specially 1st mr rathod and 2nd mr ganesh (waiter) very help full n always try to make ur stay comfortable....ONLY thing they have to improve in food taste (food is ok) but not up to the mark.....over all beautiful resort and best in panchgani.,via Web,Sep-12,with family,5,5,5,5,5,5,zaveriUae,uae,5,4,2,2,NA,NA,Dear Guest;Thank you for your 'Outstanding' review. We are glad to know that you and your family have enjoyed your stay with us. We are obliged to have esteemed Guests like you; to stay with us; who with their positive reviews; encourage us to give our best always. Your helpful opinions are always welcomed as we endeavor to enhance our services.Warm RegardsGeetaRavine Hotel,19-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r154768517-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“good place to unwind”,4,03-08-2013,03/08/2013,good place. nice room. a lot of film stars come and stay here and we were lucky with SRK and deepika.its a cosy hotel and food is fine. we enjoy going on weekends. their food is priced high and not that great though .we wanted to extend a day and they never got back to us. eat out if possible.,via Web,Feb-13,with family,4,5,4,4,4,4,VanessaP4,"Pune, India",16,13,15,5,2,Room Tip: take the valley facing rooms,Dear Guest;Thank you for your positive review. One can often see our Famous Bollywood stars; at Ravine; as we happen to be their favourite Hotel. We apologize for the inconvenience caused to you during your stay and assure you; you would not have to face these issues again. At Ravine; we constantly strive to improve our services towards our Guests.Warm RegardsGeetaRavine Hotel,19-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r154009189-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Hotel Ravine ; Panchgani”,4,03-06-2013,03/06/2013,"The only one plus point for Ravine is their Room decor and ; view from the valley side/Plus rooms..thats it; reception is welcoming; but not warm and smiling enough..smile is somewhat not present in Ravine; though i do not complain regarding their service ; but a hotel with smiling staff definitely is my first choice..also ; it appears they are quite obsessed with the visit of the suprestars of bollywood..may be thats one reason they know they have class; and that reflects ..also ; in the restaurant \melting Top\"" everything is so highly priced; atleast 3 times higher ; a plain omplette for 70 rs/-?? also they do not allow outside food; drinks ..Melting Pots food is good but not excellent; also 3 Gulabjamun (of diameter 2 cm) costs 90 rupees?? we had a lot of kebabs; and they were good..we wanted to extend a day ; and the person at the desk said he would inform us if available; but never did..it seems they are pretty confidentabout their ongoing reservation..i personally like smiling people; 80% of the staff in Ravine do not smile; did not try the Spa so cant tell..they are prices around 300 to 2500 more or less...near ravine; at 1.5 km walking dtstance; there is Panchgani Market; where you will get more options for lunch; dinner; sizzler etc..all have atleast 50-60 rs price lower than that of Ravines own restaurant Melting pot..we are now in Mahabaleshwar Shreyash; where 80 % of people are very warm and smiling... smile makes your holiday ultimate...so if you do not bother regarding warm smile; over priced food..but want to have the most spectacular room view available in panchgani..Ravine is the place...in off season room rent were half (around 2200 -2800 rs)..but in season its just twice...post monsoon is the season by the way...room service was quite prompt...respected privacy..but cant bring food;drinks to your room....they will definitely take it seriously; Ravine has a terific spectacular view from the rooms..but its not for me..who also likes to cherish holiday in a warm; smiling enviaronment....So all in all; great room view of the valley..rest of everything; nothing special; and something over over priced too..Also the beds were very very very soft; and it hampers sleep quialuty...""",via Web,Mar-13,as a couple,3,5,2,5,5,5,Nilotpal_Munshi,"Calcutta, West Bengal, India",2,NA,2,3,NA,Room Tip: Valley plus ; it is a room where you get view of the complete valley; in valley side room you will g...,Dear Guest;Thank you for your review and bringing these matters to our notice. At Ravine; ; we constantly endeavor to improve our service and hospitality. Please be assured; we will ensure that you feel more welcome the next time you are visiting our “Home” Hotel. We are training our staff to provide more smiles per hour… :)Warm RegardsGeetaHotel Ravine,04-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r153865270-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Excellent hotel 2 stay n relax...:)”,4,03-03-2013,03/03/2013,It was a great time we spend in hotel. Loved the concept of duplex rooms. Quick room service n total hygine. Film stars too stay here n if u are lucky then u can see thm in front of u. And the best part is tht its near to market still away from noise.,via Web,Feb-13,with friends,3,4,4,4,5,4,sonia_gadodia,"Mumbai, India",1,NA,NA,1,1,Room Tip: We stayed in 310.... duplex room with private balcony n private way to swimming pool.,Dear Guests; Thank you for your helpful review. We are glad that you could utilize the best out of our services provided. We would like to recommend to try out our cozy Tents; which is now opened up for our valued Guests till May. We look forward to welcome you soonWarm RegardsGeetaRavine Hotel,13-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r153655338-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Rude Customer Service”,1,03-01-2013,03/01/2013,A friends positive recommendation about Ravine Hotel in Panchgini made me to surf more about the place and call them up for reservations for my upcoming March2013 holidays. I ended up calling them on the +91 2168 241060. I was answered by a rude and uncivil voice at the other end. The call was placed at around 14pm which is neither too early in the day nor too late. Not that time really discounts such a terrible response. The person was insensitive and unconcerned. I asked to check for rates; availability and arrangements. He was absolutely cold and kept insisting on me mailing them the requirements. When I insisted that I need to speak to some person who can really help me plan my holiday; the call connection went blank! Now I am in two minds!!!,via Web,Mar-13,with family,NA,NA,NA,NA,NA,1,sandhyarao9,"Mumbai, Maharashtra, India",1,NA,NA,5,5,NA,Dear Guest;Thank you for bringing this matter to our notice. At Ravine; we constantly endeavor to improve our service and hospitality; Comments like yours; help us improve and alert us of issues we can improve on. Once again; Thank you for your honesty and Candor. Warm RegardsGeetaRavine Hotel,04-Apr-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r153427527-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Rooms with a view”,4,2/19/2013,2/19/2013,We booked this hotel after rave reviews about the view from its rooms and were not disappointed. Although we went in February and the ravine it overlooks wasn't very green; it still is a beautiful view to have when you wake up in the morning and during monsoons it sure will be beautiful. Other than this hotel's staff was good and service was prompt. All facilities are available although of average level. All in all hotel is worth the money and ensures a pleasant stay. Also; hotel's restaurant cooks delicious food; one don't need to eat anywhere else.,via Web,Feb-13,as a couple,4,5,2,4,3,4,Pulkit G,"Gurgaon, India",27,21,21,2,1,Room Tip: Junior executive rooms have wall-size windows on two sides and have great view.,Dear Guest;Thank you for positive review and for appreciating our services. Yes; most of the rooms at our Hotel do have 'Breath-taking' views. We are obliged to have guest like you; who inspire us to give our best in serving our valued guest.Warm RegardsGeetaRavine Hotel,08-Mar-13,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r152539008-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
